contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,asm_0,entropy_0,asm_45,entropy_45,asm_90,entropy_90,asm_135,entropy_135,Path
201.69239373601562,457.4704743029641,389.3816107382579,432.8847799648699,6.378120805369016,10.10035583982707,9.047829977628494,9.690419350479809,0.4114084863551725,0.32413203364056326,0.3503531212282406,0.33090036044513604,0.026812853274880703,0.02453798593637912,0.026643923947373516,0.024820032801157143,0.9621050732157731,0.9142161003094034,0.9269014424171377,0.9188243957333362,0.026812853274880703,7.186140288102467,0.02453798593637912,7.489792503995482,0.026643923947373516,7.372728827390827,0.024820032801157143,7.447358811948923,BALI STARLING
161.17619686800717,353.7587946488943,281.79217002237016,426.9599567587094,5.619060402684565,9.113958830683394,7.834854586129754,10.221611639115352,0.3093597841615525,0.2106106124933031,0.24439982749754663,0.19425999883465847,0.0004861482715993707,0.00031833224926915713,0.00037830127772021623,0.0002927065650836276,0.9752382589876593,0.9456208139280494,0.9565326403190436,0.9343721509293687,0.0004861482715993707,8.22962255576499,0.00031833224926915713,8.628201807996058,0.00037830127772021623,8.486331428080335,0.0002927065650836276,8.717519801735618,BALI STARLING
259.7136465324379,514.4057925318663,242.95780760626175,323.0303139498249,8.021476510066915,11.671861627854682,7.919776286353362,9.723706139363149,0.2561318839746683,0.17917838208396764,0.22960330280890093,0.18676429050763382,0.000425210075622209,0.00032138976132868255,0.0004446986872463091,0.0003334382254065629,0.9681047542035415,0.9370378669393534,0.9702510699233263,0.9604625315923364,0.000425210075622209,8.376420758677073,0.00032138976132868255,8.67771892739977,0.0004446986872463091,8.38392370131949,0.0003334382254065629,8.59989679006735,BALI STARLING
224.3399105145401,345.72798522589403,305.2664876957521,473.22643124184157,6.7809843400446494,8.92820143236798,8.155436241610674,10.505742984550315,0.29738536833073637,0.23186404409757794,0.2527469109936042,0.20395284079950973,0.0008524020439520672,0.0005915372842161355,0.0006758444314321218,0.000568512615598156,0.972262482576803,0.9573197358277884,0.9622313597980485,0.9415807604476809,0.0008524020439520672,8.078668854496577,0.0005915372842161355,8.337874365045872,0.0006758444314321218,8.241853068199417,0.000568512615598156,8.451558375926941,BALI STARLING
498.7400447427274,946.2567451916602,624.7560626398252,644.4923652087695,11.06085011185676,16.648709517589314,13.227829977628542,13.659249583352159,0.21347572813867283,0.15353408363527588,0.19717873403844471,0.17670050454680236,0.0005788708216346143,0.00043461712232193875,0.000587078660120441,0.000512137327713875,0.9580092744920536,0.9203607509157116,0.9475045637210968,0.9457544847698705,0.0005788708216346143,8.435981320517655,0.00043461712232193875,8.739505236282035,0.000587078660120441,8.561380840357518,0.000512137327713875,8.609878000850346,BALI STARLING
350.07324384787216,498.34980406288344,274.4868008948525,414.3159317147927,9.606487695749333,11.860186478086737,8.101923937360084,10.36484843025095,0.21169501168148241,0.17501474374312417,0.26195573971705666,0.2015434594859632,0.000384379082023277,0.0003173117260005018,0.0005027721474007551,0.0003677454584326193,0.9722213380227502,0.9605250286203406,0.9782319277855647,0.9671819529802024,0.000384379082023277,8.58634280868671,0.0003173117260005018,8.753305766323331,0.0005027721474007551,8.393382082439262,0.0003677454584326193,8.619884034443126,BALI STARLING
230.51803131990982,367.23953875951867,331.1369127516813,521.1496328994189,6.651543624160827,8.557947840187412,7.748098434004267,10.155263276429034,0.2923744683158838,0.23504627957107765,0.28199704833958666,0.21762198681991832,0.0006634796230401189,0.0005088667839581711,0.0006519786396009533,0.0004922533549606561,0.9770504079875325,0.96358339028536,0.967059915055699,0.9483220757392795,0.0006634796230401189,8.108010954297372,0.0005088667839581711,8.321957338094295,0.0006519786396009533,8.17574124363596,0.0004922533549606561,8.406745389263232,BALI STARLING
284.1336912751664,674.6015945227605,565.4794183445214,644.8324850231893,5.983803131990971,10.057114544389968,9.01704697986563,9.689293275077755,0.41823841391470756,0.32106417578026253,0.3678403136971601,0.35325879039041325,0.003864774859991177,0.002797778743254453,0.003243970992297481,0.0029365384602616303,0.974529945585064,0.9397530263059686,0.9494224331549463,0.9424115899182591,0.003864774859991177,7.5366858095686835,0.002797778743254453,7.8863748743072675,0.003243970992297481,7.742750733490944,0.0029365384602616303,7.804513426934581,BALI STARLING
82.09713646532364,332.3806585288989,298.6918120805359,362.0824737624457,4.811498881431646,9.679338768524016,8.799910514541434,9.68456375838933,0.3054399251570545,0.19872616119854533,0.2333982467128605,0.21013698124063046,0.0009874329985135922,0.0005919633476086858,0.0006960547322694562,0.0006231704622359567,0.9879009552565782,0.9510565125557843,0.9559851258362281,0.9466811425417304,0.0009874329985135922,7.853689639753955,0.0005919633476086858,8.35330543582599,0.0006960547322694562,8.234302813084911,0.0006231704622359567,8.315260930245461,BALI STARLING
213.95959731543473,295.7766767262783,308.0459507829975,537.9779289221192,6.44505592841129,8.422593576865909,8.254809843400151,10.8681590919329,0.2583168602337567,0.2051353644380351,0.21911340857205258,0.18097712467006455,0.0007798767823272098,0.0005674007930310079,0.0006484152365510065,0.0005490445618708509,0.9819900475955903,0.9751991327185364,0.9740585624478303,0.9548910871751223,0.0007798767823272098,7.961425557380022,0.0005674007930310079,8.200568299335663,0.0006484152365510065,8.158741245181098,0.0005490445618708509,8.3347510653,BALI STARLING
151.43512304250393,338.5112382325207,262.9515436241589,322.4310616638962,6.747069351230377,10.477455970451853,8.665727069351199,9.732084140354088,0.22181173479488828,0.16159988091343397,0.20112432637586683,0.17146972739558286,0.0003095486189310529,0.00021733087876726556,0.00027749600868826545,0.00023578348140909075,0.9843626764079327,0.9651137241259585,0.972886971819712,0.9667696597733306,0.0003095486189310529,8.487998786875762,0.00021733087876726556,8.832391750415292,0.00027749600868826545,8.638451126222414,0.00023578348140909075,8.753659972652565,BALI STARLING
