path,contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,asm_0,asm_45,asm_90,asm_135,entropy_0,entropy_45,entropy_90,entropy_135
BALI STARLING,19.970347932869792,66.22879122503072,45.56997134670594,59.66446909302882,2.014212034383983,3.879795732383166,3.127449856733572,3.618788023086842,0.584836448433362,0.46574945427260744,0.5111944009934765,0.48166225732883944,0.03335095747513382,0.03064952557187485,0.032877561107120964,0.030830464668448552,0.9959999242877925,0.9867473382644283,0.9908758809565203,0.9880608238792827,0.03335095747513382,6.5216310388670795,0.03064952557187485,7.004544043338958,0.032877561107120964,6.807603334305343,0.030830464668448552,6.945910422003315
BALI STARLING,21.81566107245227,52.54268027356137,39.51742120343921,67.61659592285777,2.1591404011461552,3.6686808811093687,3.0795661072452223,4.193651940460274,0.5186064942722055,0.3851463863120416,0.4314596558564749,0.35445622164960355,0.0010686153342462854,0.0006685759134492325,0.000792663208254279,0.0005951172363133942,0.9964709174598444,0.9914976356774329,0.9935964797840132,0.9890585329625149,0.0010686153342462854,7.556895749514068,0.0006685759134492325,8.06524279127671,0.000792663208254279,7.886568975369881,0.0005951172363133942,8.186513231957615
BALI STARLING,32.770266066312196,77.99495078036982,30.68046663937839,45.170959187526684,2.9442161277118526,4.567310613213385,2.894940646745866,3.727933268199776,0.45570011920764536,0.342906763844866,0.4375346201232867,0.3593829762436857,0.0010334714922249867,0.000752230281137977,0.0011336560522188799,0.0007901208221623898,0.9955578247975788,0.9894429745448636,0.9958467982210222,0.9938858903296012,0.0010334714922249867,7.6536584767288875,0.000752230281137977,8.058968027879915,0.0011336560522188799,7.652691341393463,0.0007901208221623898,7.928090024282725
BALI STARLING,26.287384363488318,49.643566144776834,38.596021285305994,75.2567466605361,2.4115104379860868,3.469101238906117,3.025313139582546,4.222879943514422,0.5134191845300833,0.4194588093222368,0.44823359933521223,0.3726168262731239,0.0019391678530837236,0.001260593722657075,0.001513598913181911,0.0011991949826835368,0.9965457795500208,0.9934814388362849,0.9949271928597099,0.990118255130374,0.0019391678530837236,7.356647896211589,0.001260593722657075,7.720478898697967,0.001513598913181911,7.580337047812902,0.0011991949826835368,7.875231518440742
BALI STARLING,42.18731887024249,119.55151435538248,57.64572247237127,70.62357451909322,3.3660663119116303,5.902545956108722,4.204232501023394,4.63083225917684,0.42138082438468794,0.3136940557450431,0.38017629535870995,0.3517502401838927,0.0014084944512201825,0.0009706148034857219,0.001361476205165084,0.0011501411722668838,0.9953108215185191,0.986713047188376,0.9935980441905385,0.9921508226574827,0.0014084944512201825,7.70849522003443,0.0009706148034857219,8.193878999299246,0.001361476205165084,7.88143177380412,0.0011501411722668838,7.997240885864
BALI STARLING,42.08058943921536,77.77928752637504,29.679819893573683,59.77802316893978,3.4531641424478647,4.696554215482678,2.8057961522718364,3.951371499412977,0.3924331303226269,0.33004508197487165,0.4593990860830318,0.37293009767457536,0.0009399163138133981,0.0007381066431338245,0.0012550410681592544,0.0008689059855879527,0.9965023636410891,0.9935398860639189,0.9975338122662866,0.9950350289498054,0.0009399163138133981,7.8790862630318825,0.0007381066431338245,8.15536172542778,0.0012550410681592544,7.649162980355915,0.0008689059855879527,7.980041858814785
BALI STARLING,28.259647973803563,54.72024039211427,43.45530904625588,83.65259726931578,2.4241342611543564,3.3646357583271063,2.911289398280883,4.067717013817597,0.5026960473663289,0.42267292252264455,0.48071503764779194,0.3943075570494052,0.001445390331401899,0.0010678772547010405,0.0014043679142741441,0.0010405551591831628,0.9970874538181185,0.9943699070198504,0.9955232783275739,0.9913931230866347,0.001445390331401899,7.4254885680825415,0.0010678772547010405,7.726548981848753,0.0014043679142741441,7.539898826105168,0.0010405551591831628,7.845589429130502
BALI STARLING,27.840613999181937,89.93160975689825,62.34792468276788,84.07854615314953,1.9164879246827846,3.716291327657418,3.0974948833402194,3.5619494092823594,0.6172454900226002,0.5015798866034135,0.5572047860860888,0.5325635042663349,0.006521913077018358,0.005209215323105437,0.005888845622895864,0.0052974919870296755,0.9971345755436349,0.9907588562059082,0.9935895470822583,0.9913603033541906,0.006521913077018358,6.8316687050372815,0.005209215323105437,7.31221336351319,0.005888845622895864,7.111470956536765,0.0052974919870296755,7.240257899084436
BALI STARLING,10.479410560786036,48.12705150203984,41.559328694229244,54.06239686045242,1.7763405648792523,3.786266122609824,3.3821203438396026,3.802940862554486,0.5258503741978344,0.3732418975380866,0.42055676081255494,0.38804825429365924,0.0019808208069066607,0.001150607958533334,0.0013825044833080914,0.0012187202646217357,0.9982428887044603,0.9919325302733412,0.9930315588193254,0.9909375350755292,0.0019808208069066607,7.137009811046775,0.001150607958533334,7.767679589427032,0.0013825044833080914,7.6238396351953925,0.0012187202646217357,7.741843800679274
BALI STARLING,24.42971756037725,37.7860937102317,37.41969709373815,81.87565783531923,2.2558657388457197,3.130122084383554,3.0173557101924446,4.274291672482146,0.4733394676106957,0.3881024923232541,0.405326746271726,0.3384738645256537,0.0019571146579170176,0.0013297344077596097,0.001568568369047351,0.0012307016738418645,0.9977140083855388,0.9964701557782678,0.9964979373477353,0.9923514775845745,0.0019571146579170176,7.146407478438514,0.0013297344077596097,7.475417088509533,0.001568568369047351,7.407275108240084,0.0012307016738418645,7.701801172408976
BALI STARLING,16.039336880884477,46.789229973481106,30.549169054441837,43.188668401737196,2.282071223905062,3.9687769394340036,3.035718379042209,3.5805699460595704,0.4422621369738566,0.3245058909341841,0.3959687685908802,0.34779160666446945,0.000781682701241244,0.0004854338216190799,0.000655580623395651,0.0005425985236812923,0.9980601883668838,0.9943459150900558,0.9963076480193422,0.9947809784261843,0.000781682701241244,7.674667339070935,0.0004854338216190799,8.173336015928898,0.000655580623395651,7.894187068671826,0.0005425985236812923,8.060842772966067
BALI STARLING,16.344044207941202,26.946486482048854,25.672722063037558,54.330054761455195,2.117241097011876,2.8842538238602438,2.4766189111748016,3.519076198060808,0.4630619971719201,0.38865518569374213,0.45630946479208495,0.370313224811451,0.0014039611618080982,0.001091346796332862,0.0013113141894716541,0.0009706016930266709,0.996385445038177,0.9940422931570885,0.9943278838919112,0.9879879062399095,0.0014039611618080982,7.28852103890479,0.001091346796332862,7.5906452852745785,0.0013113141894716541,7.383494427274207,0.0009706016930266709,7.685753404837947
BALI STARLING,30.717167417110616,90.92792341606346,47.6983462955399,60.37485734928238,2.402292263610355,4.258109539330519,3.0868522308637405,3.430825691086267,0.520784080132053,0.39553241348175555,0.46052326801864346,0.42117620506958037,0.0016381525636746676,0.0010690368731174067,0.0014123128240793527,0.001249762393909977,0.9977429381251034,0.9933233572430725,0.9964942534901728,0.9955668363103478,0.0016381525636746676,7.398646592462213,0.0010690368731174067,7.890959553069633,0.0014123128240793527,7.604182244740773,0.001249762393909977,7.712259521347488
BALI STARLING,51.861792877610235,93.6159391138006,32.58715513712673,73.03756947808313,4.6647728203029235,6.399233175425515,3.6585918952108214,5.752768860682606,0.28346348012139017,0.21078639856508272,0.3166950429587592,0.22149127434066737,0.0003018013491059234,0.00021406973209731593,0.0003567843432806023,0.00022787450621240742,0.9931523924979839,0.9876247441990713,0.9956912255103709,0.9903449034703208,0.0003018013491059234,8.569229661765181,0.00021406973209731593,8.883679792254128,0.0003567843432806023,8.368637415736277,0.00022787450621240742,8.793760934016696
BALI STARLING,40.92401964797498,60.64657925632776,39.60414244781104,94.22872554412521,3.4088170282440378,4.441589149514398,3.6205157593123714,5.332821569609491,0.3825095863117275,0.3112704129146762,0.3505028864405749,0.27510516577587235,0.0007963704932553072,0.0005720045755319021,0.0006954324124212148,0.0005171803094766436,0.9951098108769776,0.9927642164972567,0.9952684816924368,0.9887575709736645,0.0007963704932553072,7.948750595570299,0.0005720045755319021,8.217874864046157,0.0006954324124212148,8.018858436671872,0.0005171803094766436,8.36803940911488
BALI STARLING,19.37599672533798,22.56946987298962,19.860163733115566,53.38896232379032,1.7290708145722669,2.015697736471799,1.5970282439623642,2.6727613073784515,0.5968563530733714,0.5528895416893681,0.6477442704947782,0.5402541765401153,0.002441458524937517,0.0021103012440989084,0.0027821429702413066,0.0020147776644089837,0.9971856918013977,0.996724377927801,0.9971163383218247,0.9922514202998183,0.002441458524937517,6.9908476337854015,0.0021103012440989084,7.158654560575191,0.0027821429702413066,6.878849578506386,0.0020147776644089837,7.25847542160401
